ID.SALESORDERID,DELTATOKEN,IS_DELETED
0500000996,2012-10-03,N
0500000997,2012-10-03,N
0500000998,2012-10-03,N
0500000999,2012-10-03,N
0500001000,2012-10-03,N
0500001001,2012-10-03,N
0500001002,2012-10-03,N
0500001003,2012-10-03,N
0500001004,2012-10-03,N
0500001005,2012-10-03,N
0500001006,2012-10-03,N
0500001007,2012-10-03,N
0500001008,2012-10-03,N
0500001009,2012-10-03,N
0500001010,2012-10-03,N
0500001011,2012-10-03,N
0500001012,2012-10-03,N
0500001013,2012-10-03,N
0500001014,2012-10-03,N
0500001015,2012-10-03,N
0500001016,2012-10-03,N
0500001017,2012-10-03,N
0500001018,2012-10-03,N
0500001019,2012-10-03,N
0500001020,2012-10-03,N
0500001021,2012-10-03,N
0500001022,2012-10-03,N
0500001023,2012-10-03,N
0500001024,2012-10-03,N
0500001025,2012-10-03,N
0500001026,2012-10-03,N
0500001027,2012-10-03,N
0500001028,2012-10-03,N
